0,1178
5,1151
10,1127
15,1081
20,955
21,865
22,851
23,789
24,613
25,481
26,380
27,290
28,197
29,104
30,75
31,40
32,30
33,32
34,49
35,107
36,322
37,622
38,641
39,723
40,831
45,837
50,781
55,741
60,713
65,564
70,463
75,263
80,59
-5,1166
-10,1153
-15,1122
-20,1078
-25,893
-30,399
-31,293
-32,221
-33,148
-34,78
-35,45
-36,34
-37,33
-37.5,31
-38,33
-39,94
-40,177
-41,282
-42,349
-43,462
-44,561
-50,857
-60,640
-70,185
